stid,stname,prid,kansoku,地点名,カナ,北緯,東経,標高,rain,wind,temp,sun,snow,etc,地域名,南緯,緯度
a0468,作手,51,100000,作手,ツクデ,34度58.6分,137度25.5分,532m,True,False,False,False,False,False,愛知,,34度58.6分
a0469,一色,51,100000,一色,イッシキ,34度48.7分,137度01.7分,12m,True,False,False,False,False,False,愛知,,34度48.7分
a0470,豊橋,51,111201,豊橋,トヨハシ,34度45.0分,137度20.5分,3m,True,True,True,True,False,True,愛知,,34度45.0分
s47653,伊良湖,51,111111,伊良湖,イラコ,34度37.7分,137度05.6分,6.2m,True,True,True,True,True,True,愛知,,34度37.7分
a0472,田原,51,100000,田原,タハラ,34度37.6分,137度13.3分,45m,True,False,False,False,False,False,愛知,,34度37.6分
a0982,稲武,51,111201,稲武,イナブ,35度12.7分,137度30.4分,505m,True,True,True,True,False,True,愛知,,35度12.7分
a0983,蟹江,51,100000,蟹江,カニエ,35度08.2分,136度47.5分,2m,True,False,False,False,False,False,愛知,,35度08.2分
a0984,南知多,51,111201,南知多,ミナミチタ,34度44.4分,136度56.3分,16m,True,True,True,True,False,True,愛知,,34度44.4分
a1166,小原,51,100000,小原,オバラ,35度13.7分,137度17.1分,290m,True,False,False,False,False,False,愛知,,35度13.7分
a1341,鳳来,51,111100,鳳来,ホウライ,34度55.9分,137度34.5分,81m,True,True,True,True,False,False,愛知,,34度55.9分
a1344,蒲郡,51,111201,蒲郡,ガマゴオリ,34度50.7分,137度13.0分,55m,True,True,True,True,False,True,愛知,,34度50.7分
a1346,愛西,51,111201,愛西,アイサイ,35度13.0分,136度41.9分,5m,True,True,True,True,False,True,愛知,,35度13.0分
a1541,新城,51,111201,新城,シンシロ,34度54.4分,137度31.1分,53m,True,True,True,True,False,True,愛知,,34度54.4分
a1555,セントレア,51,111000,セントレア,セントレア,34度51.5分,136度48.3分,4m,True,True,True,False,False,False,愛知,,34度51.5分
a1576,阿蔵,51,100000,阿蔵,アゾウ,35度04.7分,137度24.8分,613m,True,False,False,False,False,False,愛知,,35度04.7分
a1638,大府,51,111201,大府,オオブ,34度59.7分,136度56.6分,32m,True,True,True,True,False,True,愛知,,34度59.7分
a0440,白糸,50,100000,白糸,シライト,35度18.7分,138度34.7分,530m,True,False,False,False,False,False,静岡,,35度18.7分
a0441,御殿場,50,111201,御殿場,ゴテンバ,35度18.3分,138度55.6分,472m,True,True,True,True,False,True,静岡,,35度18.3分
a0442,富士,50,111201,富士,フジ,35度11.1分,138度39.8分,66m,True,True,True,True,False,True,静岡,,35度11.1分
s47657,三島,50,111111,三島,ミシマ,35度06.8分,138度55.5分,20.5m,True,True,True,True,True,True,静岡,,35度06.8分
a0444,越木平,50,100000,越木平,コシキダイラ,35度00.6分,137度58.8分,552m,True,False,False,False,False,False,静岡,,35度00.6分
a0445,川根本町,50,111201,川根本町,カワネホンチョウ,35度06.1分,138度07.7分,290m,True,True,True,True,False,True,静岡,,35度06.1分
a0446,大山,50,100000,大山,オオヤマ,35度03.1分,138度16.9分,880m,True,False,False,False,False,False,静岡,,35度03.1分
s47668,網代,50,111111,網代,アジロ,35度02.7分,139度05.5分,66.9m,True,True,True,True,True,True,静岡,,35度02.7分
a0448,高根山,50,100000,高根山,タカネサン,34度58.5分,138度11.8分,415m,True,False,False,False,False,False,静岡,,34度58.5分
s47656,静岡,50,111111,静岡,シズオカ,34度58.5分,138度24.2分,14.1m,True,True,True,True,True,True,静岡,,34度58.5分
a0450,霧山,50,100000,霧山,キリヤマ,34度52.5分,137度41.5分,405m,True,False,False,False,False,False,静岡,,34度52.5分
a0451,天竜,50,111201,天竜,テンリュウ,34度53.4分,137度48.8分,61m,True,True,True,True,False,True,静岡,,34度53.4分
a0452,島田,50,100000,島田,シマダ,34度50.4分,138度08.6分,80m,True,False,False,False,False,False,静岡,,34度50.4分
a0453,湯ケ島,50,100000,湯ケ島,ユガシマ,34度54.0分,138度55.5分,165m,True,False,False,False,False,False,静岡,,34度54.0分
a0454,天城山,50,100000,天城山,アマギサン,34度52.3分,139度01.4分,1066m,True,False,False,False,False,False,静岡,,34度52.3分
s47654,浜松,50,111111,浜松,ハママツ,34度45.2分,137度42.7分,45.9m,True,True,True,True,True,True,静岡,,34度45.2分
a0456,松崎,50,111201,松崎,マツザキ,34度45.3分,138度47.0分,4m,True,True,True,True,False,True,静岡,,34度45.3分
a0457,稲取,50,111201,稲取,イナトリ,34度46.9分,139度02.9分,130m,True,True,True,True,False,True,静岡,,34度46.9分
s47655,御前崎,50,111111,御前崎,オマエザキ,34度36.2分,138度12.8分,45.1m,True,True,True,True,True,True,静岡,,34度36.2分
s47666,石廊崎,50,111111,石廊崎,イロウザキ,34度36.2分,138度50.5分,52.2m,True,True,True,True,True,True,静岡,,34度36.2分
a0986,佐久間,50,111201,佐久間,サクマ,35度03.4分,137度45.7分,150m,True,True,True,True,False,True,静岡,,35度03.4分
a0987,土肥,50,100000,土肥,トイ,34度52.6分,138度45.7分,92m,True,False,False,False,False,False,静岡,,34度52.6分
a0988,三ヶ日,50,100000,三ヶ日,ミッカビ,34度48.1分,137度33.4分,2m,True,False,False,False,False,False,静岡,,34度48.1分
a0989,掛川,50,100000,掛川,カケガワ,34度46.1分,137度59.7分,32m,True,False,False,False,False,False,静岡,,34度46.1分
a1105,熊,50,100000,熊,クマ,34度57.5分,137度44.0分,375m,True,False,False,False,False,False,静岡,,34度57.5分
a1106,三倉,50,100000,三倉,ミクラ,34度57.6分,137度56.6分,121m,True,False,False,False,False,False,静岡,,34度57.6分
a1114,梅ケ島,50,100000,梅ケ島,ウメガシマ,35度14.2分,138度20.5分,430m,True,False,False,False,False,False,静岡,,35度14.2分
a1243,清水,50,111201,清水,シミズ,35度03.2分,138度31.3分,3m,True,True,True,True,False,True,静岡,,35度03.2分
a1244,磐田,50,111201,磐田,イワタ,34度41.5分,137度52.8分,1m,True,True,True,True,False,True,静岡,,34度41.5分
a1335,菊川牧之原,50,111201,菊川牧之原,キクガワマキノハラ,34度47.1分,138度08.3分,191m,True,True,True,True,False,True,静岡,,34度47.1分
a1338,井川,50,111201,井川,イカワ,35度13.0分,138度13.3分,755m,True,True,True,True,False,True,静岡,,35度13.0分
a1393,三倉,50,100000,三倉,ミクラ,34度53.7分,137度56.4分,114m,True,False,False,False,False,False,静岡,,34度53.7分
a1440,鍵穴,50,100000,鍵穴,カギアナ,35度02.9分,138度14.8分,160m,True,False,False,False,False,False,静岡,,35度02.9分
s47639,富士山,50,111111,富士山,フジサン,35度21.6分,138度43.6分,3775.1m,True,True,True,True,True,True,静岡,,35度21.6分
a1601,静岡空港,50,111000,静岡空港,シズオカクウコウ,34度47.7分,138度11.3分,132m,True,True,True,False,False,False,静岡,,34度47.7分
a1662,春野,50,100000,春野,ハルノ,35度00.7分,137度56.7分,486m,True,False,False,False,False,False,静岡,,35度00.7分
a1668,有東木,50,100000,有東木,ウトウギ,35度12.4分,138度22.1分,585m,True,False,False,False,False,False,静岡,,35度12.4分
a1673,熱海伊豆山,50,111000,熱海伊豆山,アタミイズサン,35度06.9分,139度05.0分,144m,True,True,True,False,False,False,静岡,,35度06.9分
a0387,相模湖,46,100000,相模湖,サガミコ,35度36.8分,139度11.6分,188m,True,False,False,False,False,False,神奈川,,35度36.8分
a0388,海老名,46,111200,海老名,エビナ,35度26.0分,139度23.2分,18m,True,True,True,True,False,False,神奈川,,35度26.0分
s47670,横浜,46,111111,横浜,ヨコハマ,35度26.3分,139度39.1分,39.1m,True,True,True,True,True,True,神奈川,,35度26.3分
a0390,箱根,46,100000,箱根,ハコネ,35度13.3分,139度02.5分,855m,True,False,False,False,False,False,神奈川,,35度13.3分
a0391,江ノ島,46,111100,江ノ島,エノシマ,35度17.9分,139度28.8分,60m,True,True,True,True,False,False,神奈川,,35度17.9分
a0392,三浦,46,111201,三浦,ミウラ,35度10.7分,139度37.8分,42m,True,True,True,True,False,True,神奈川,,35度10.7分
a1005,相模原中央,46,100000,相模原中央,サガミハラチュウオウ,35度34.3分,139度22.2分,149m,True,False,False,False,False,False,神奈川,,35度34.3分
a1006,日吉,46,100000,日吉,ヒヨシ,35度33.1分,139度39.0分,57m,True,False,False,False,False,False,神奈川,,35度33.1分
a1007,平塚,46,100000,平塚,ヒラツカ,35度20.7分,139度18.3分,20m,True,False,False,False,False,False,神奈川,,35度20.7分
a1008,小田原,46,111201,小田原,オダワラ,35度16.6分,139度09.3分,14m,True,True,True,True,False,True,神奈川,,35度16.6分
a1096,丹沢湖,46,100000,丹沢湖,タンザワコ,35度24.6分,139度02.6分,330m,True,False,False,False,False,False,神奈川,,35度24.6分
a1443,辻堂,46,111201,辻堂,ツジドウ,35度19.2分,139度27.0分,5m,True,True,True,True,False,True,神奈川,,35度19.2分
a0365,小河内,44,111201,小河内,オゴウチ,35度47.5分,139度03.0分,530m,True,True,True,True,False,True,東京,,35度47.5分
a0366,八王子,44,111200,八王子,ハチオウジ,35度40.0分,139度19.0分,123m,True,True,True,True,False,False,東京,,35度40.0分
a0367,調布,44,100000,調布,チョウフ,35度40.1分,139度31.8分,41m,True,False,False,False,False,False,東京,,35度40.1分
a0368,世田谷,44,100000,世田谷,セタガヤ,35度37.6分,139度37.2分,35m,True,False,False,False,False,False,東京,,35度37.6分
s47662,東京,44,111111,東京,トウキヨウ,35度41.5分,139度45.0分,25.2m,True,True,True,True,True,True,東京,,35度41.5分
a0370,江戸川臨海,44,111200,江戸川臨海,エドガワリンカイ,35度38.3分,139度51.8分,5m,True,True,True,True,False,False,東京,,35度38.3分
a0371,羽田,44,111000,羽田,ハネダ,35度33.2分,139度46.8分,6m,True,True,True,False,False,False,東京,,35度33.2分
s47675,大島,44,111111,大島,オオシマ,34度44.9分,139度21.7分,74m,True,True,True,True,True,True,東京,,34度44.9分
s47677,三宅島,44,111111,三宅島,ミヤケジマ,34度07.4分,139度31.2分,38.2m,True,True,True,True,True,True,東京,,34度07.4分
s47678,八丈島,44,111111,八丈島,ハチジヨウ,33度07.3分,139度46.7分,151.2m,True,True,True,True,True,True,東京,,33度07.3分
a1001,青梅,44,111200,青梅,オウメ,35度47.3分,139度18.7分,155m,True,True,True,True,False,False,東京,,35度47.3分
a1002,練馬,44,111200,練馬,ネリマ,35度44.3分,139度35.5分,51m,True,True,True,True,False,False,東京,,35度44.3分
a1133,府中,44,111200,府中,フチュウ,35度41.0分,139度29.0分,59m,True,True,True,True,False,False,東京,,35度41.0分
a1134,新島,44,111100,新島,ニイジマ,34度22.4分,139度15.1分,9m,True,True,True,True,False,False,東京,,34度22.4分
a1180,小沢,44,100000,小沢,オザワ,35度44.1分,139度07.4分,420m,True,False,False,False,False,False,東京,,35度44.1分
s47971,父島,44,111111,父島,チチジマ,27度05.5分,142度11.4分,2.7m,True,True,True,True,True,True,東京,,27度05.5分
a1467,大島北ノ山,44,111000,大島北ノ山,オオシマキタノヤマ,34度46.9分,139度21.6分,38m,True,True,True,False,False,False,東京,,34度46.9分
a1468,八重見ヶ原,44,111000,八重見ヶ原,ヤエミガハラ,33度06.9分,139度47.1分,92m,True,True,True,False,False,False,東京,,33度06.9分
a1505,神津島,44,100000,神津島,コウヅシマ,34度12.3分,139度08.0分,28m,True,False,False,False,False,False,東京,,34度12.3分
a1506,三宅坪田,44,111000,三宅坪田,ミヤケツボタ,34度04.4分,139度33.6分,20m,True,True,True,False,False,False,東京,,34度04.4分
a1509,三宅島阿古,44,110000,三宅島阿古,ミヤケジマアコ,34度04.8分,139度28.9分,30m,True,True,False,False,False,False,東京,,34度04.8分
a1522,新島,44,111000,新島,ニイジマ,34度22.1分,139度16.1分,29m,True,True,True,False,False,False,東京,,34度22.1分
a1523,神津島,44,111000,神津島,コウヅシマ,34度11.3分,139度08.0分,138m,True,True,True,False,False,False,東京,,34度11.3分
a1525,三宅伊豆,44,110000,三宅伊豆,ミヤケイズ,34度07.2分,139度30.2分,50m,True,True,False,False,False,False,東京,,34度07.2分
s47991,南鳥島,44,111111,南鳥島,ミナミトリシマ,24度17.3分,153度59.0分,7.1m,True,True,True,True,True,True,東京,,24度17.3分
a1595,母島,44,100000,母島,ハハジマ,26度38.1分,142度09.7分,32m,True,False,False,False,False,False,東京,,26度38.1分
a1642,大島臨時,44,100000,大島臨時,オオシマリンジ,34度44.9分,139度21.7分,90m,True,False,False,False,False,False,東京,,34度44.9分
a1643,大島泉津,44,100000,大島泉津,オオシマセンヅ,34度46.7分,139度25.3分,49m,True,False,False,False,False,False,東京,,34度46.7分
a1644,大島差木地,44,100000,大島差木地,オオシマサシキジ,34度41.0分,139度24.8分,41m,True,False,False,False,False,False,東京,,34度41.0分
a1646,利島,44,100000,利島,トシマ,34度31.7分,139度16.9分,100m,True,False,False,False,False,False,東京,,34度31.7分
a1648,青ヶ島,44,100000,青ヶ島,アオガシマ,32度28.0分,139度45.6分,272m,True,False,False,False,False,False,東京,,32度28.0分
a0375,香取,45,111201,香取,カトリ,35度51.5分,140度30.1分,37m,True,True,True,True,False,True,千葉,,35度51.5分
a0376,我孫子,45,111200,我孫子,アビコ,35度51.8分,140度06.6分,20m,True,True,True,True,False,False,千葉,,35度51.8分
a0377,東庄,45,100000,東庄,トウノショウ,35度47.7分,140度40.9分,52m,True,False,False,False,False,False,千葉,,35度47.7分
a0378,成田,45,111000,成田,ナリタ,35度45.8分,140度23.1分,41m,True,True,True,False,False,False,千葉,,35度45.8分
s47648,銚子,45,111111,銚子,チヨウシ,35度44.3分,140度51.4分,20.1m,True,True,True,True,True,True,千葉,,35度44.3分
s47682,千葉,45,111111,千葉,チバ,35度36.1分,140度06.2分,3.5m,True,True,True,True,True,True,千葉,,35度36.1分
a0381,茂原,45,111201,茂原,モバラ,35度26.2分,140度17.6分,11m,True,True,True,True,False,True,千葉,,35度26.2分
a0382,木更津,45,111201,木更津,キサラヅ,35度21.7分,139度56.4分,60m,True,True,True,True,False,True,千葉,,35度21.7分
a0383,鋸南,45,100000,鋸南,キョナン,35度07.3分,139度50.2分,10m,True,False,False,False,False,False,千葉,,35度07.3分
a0384,鴨川,45,111201,鴨川,カモガワ,35度06.7分,140度06.0分,5m,True,True,True,True,False,True,千葉,,35度06.7分
s47674,勝浦,45,111111,勝浦,カツウラ,35度09.0分,140度18.7分,11.9m,True,True,True,True,True,True,千葉,,35度09.0分
s47672,館山,45,111111,館山,タテヤマ,34度59.2分,139度51.9分,5.8m,True,True,True,True,True,True,千葉,,34度59.2分
a0916,佐倉,45,111201,佐倉,サクラ,35度43.7分,140度12.7分,5m,True,True,True,True,False,True,千葉,,35度43.7分
a1003,横芝光,45,111201,横芝光,ヨコシバヒカリ,35度39.3分,140度30.3分,5m,True,True,True,True,False,True,千葉,,35度39.3分
a1004,大多喜,45,100000,大多喜,オオタキ,35度15.1分,140度12.9分,70m,True,False,False,False,False,False,千葉,,35度15.1分
a1236,船橋,45,111200,船橋,フナバシ,35度42.7分,140度02.6分,28m,True,True,True,True,False,False,千葉,,35度42.7分
a1238,牛久,45,111201,牛久,ウシク,35度23.8分,140度08.9分,30m,True,True,True,True,False,True,千葉,,35度23.8分
a1241,坂畑,45,111201,坂畑,サカハタ,35度14.1分,140度05.9分,120m,True,True,True,True,False,True,千葉,,35度14.1分
a0832,鹿北,86,111201,鹿北,カホク,33度06.9分,130度41.5分,119m,True,True,True,True,False,True,熊本,,33度06.9分
a0833,南小国,86,111201,南小国,ミナミオグニ,33度06.2分,131度04.0分,448m,True,True,True,True,False,True,熊本,,33度06.2分
a0834,岱明,86,111201,岱明,タイメイ,32度54.9分,130度30.7分,15m,True,True,True,True,False,True,熊本,,32度54.9分
a0835,菊池,86,111201,菊池,キクチ,32度56.7分,130度46.9分,83m,True,True,True,True,False,True,熊本,,32度56.7分
a0836,鞍岳,86,100000,鞍岳,クラダケ,32度57.0分,130度55.1分,640m,True,False,False,False,False,False,熊本,,32度57.0分
s47819,熊本,86,111111,熊本,クマモト,32度48.8分,130度42.4分,37.7m,True,True,True,True,True,True,熊本,,32度48.8分
a0838,俵山,86,100000,俵山,タワラヤマ,32度51.0分,130度58.6分,850m,True,False,False,False,False,False,熊本,,32度51.0分
s47821,阿蘇山,86,111111,阿蘇山,アソサン,32度52.8分,131度04.4分,1142.3m,True,True,True,True,True,True,熊本,,32度52.8分
a0840,高森,86,111201,高森,タカモリ,32度49.3分,131度07.5分,555m,True,True,True,True,False,True,熊本,,32度49.3分
a0841,間の谷山,86,100000,間の谷山,マノタニヤマ,32度42.4分,130度56.4分,640m,True,False,False,False,False,False,熊本,,32度42.4分
a0842,甲佐,86,111201,甲佐,コウサ,32度40.3分,130度49.0分,52m,True,True,True,True,False,True,熊本,,32度40.3分
a0843,松島,86,111201,松島,マツシマ,32度30.9分,130度26.8分,2m,True,True,True,True,False,True,熊本,,32度30.9分
a0844,大金峰,86,100000,大金峰,ダイキンポウ,32度33.8分,130度54.3分,1193m,True,False,False,False,False,False,熊本,,32度33.8分
a0845,本渡,86,111201,本渡,ホンド,32度28.1分,130度10.8分,30m,True,True,True,True,False,True,熊本,,32度28.1分
a0846,八代,86,111201,八代,ヤツシロ,32度28.4分,130度36.4分,8m,True,True,True,True,False,True,熊本,,32度28.4分
s47824,人吉,86,111111,人吉,ヒトヨシ,32度13.0分,130度45.3分,145.8m,True,True,True,True,True,True,熊本,,32度13.0分
s47838,牛深,86,111111,牛深,ウシブカ,32度11.8分,130度01.6分,3m,True,True,True,True,True,True,熊本,,32度11.8分
a0850,一里山,86,100000,一里山,イチリヤマ,32度12.0分,130度38.4分,650m,True,False,False,False,False,False,熊本,,32度12.0分
a0851,白髪岳,86,100000,白髪岳,シラガダケ,32度10.3分,130度54.6分,925m,True,False,False,False,False,False,熊本,,32度10.3分
a0923,益城,86,111000,益城,マシキ,32度50.2分,130度51.3分,193m,True,True,True,False,False,False,熊本,,32度50.2分
a0924,水俣,86,111201,水俣,ミナマタ,32度12.3分,130度24.4分,6m,True,True,True,True,False,True,熊本,,32度12.3分
a0925,多良木,86,100000,多良木,タラギ,32度17.7分,130度57.0分,210m,True,False,False,False,False,False,熊本,,32度17.7分
a0926,上,86,111201,上,ウエ,32度13.5分,130度54.3分,166m,True,True,True,True,False,True,熊本,,32度13.5分
a0946,田浦,86,100000,田浦,タノウラ,32度21.8分,130度30.5分,3m,True,False,False,False,False,False,熊本,,32度21.8分
a1081,三角,86,111201,三角,ミスミ,32度36.7分,130度28.7分,60m,True,True,True,True,False,True,熊本,,32度36.7分
a1086,湯前横谷,86,100000,湯前横谷,ユノマエヨコタニ,32度15.8分,131度02.6分,665m,True,False,False,False,False,False,熊本,,32度15.8分
a1088,茶臼峠,86,100000,茶臼峠,チャウストウゲ,32度21.3分,130度54.5分,1060m,True,False,False,False,False,False,熊本,,32度21.3分
a1156,屋形山,86,100000,屋形山,ヤカタヤマ,32度18.6分,130度44.1分,780m,True,False,False,False,False,False,熊本,,32度18.6分
a1158,五家荘,86,100000,五家荘,ゴカノシヨウ,32度29.4分,130度54.3分,580m,True,False,False,False,False,False,熊本,,32度29.4分
a1240,阿蘇乙姫,86,111201,阿蘇乙姫,アソオトヒメ,32度56.8分,131度02.4分,487m,True,True,True,True,False,True,熊本,,32度56.8分
a1368,五木,86,100000,五木,イツキ,32度23.7分,130度49.6分,310m,True,False,False,False,False,False,熊本,,32度23.7分
a1435,山江,86,100000,山江,ヤマエ,32度18.1分,130度44.8分,218m,True,False,False,False,False,False,熊本,,32度18.1分
a1580,宇土,86,100000,宇土,ウト,32度42.0分,130度39.4分,6m,True,False,False,False,False,False,熊本,,32度42.0分
a1581,一勝地,86,100000,一勝地,イッショウチ,32度14.7分,130度38.7分,120m,True,False,False,False,False,False,熊本,,32度14.7分
a0847,戦山,86,100000,戦山,イクサヤマ,32度07.6分,130度43.3分,850m,True,False,False,False,False,False,熊本,,32度07.6分
a1613,山都,86,100000,山都,ヤマト,32度42.7分,130度57.5分,574m,True,False,False,False,False,False,熊本,,32度42.7分
a1660,南阿蘇,86,111211,南阿蘇,ミナミアソ,32度49.9分,131度00.8分,394m,True,True,True,True,True,True,熊本,,32度49.9分
a0794,中津,83,111201,中津,ナカツ,33度35.2分,131度14.7分,12m,True,True,True,True,False,True,大分,,33度35.2分
a0795,豊後高田,83,111201,豊後高田,ブンゴタカダ,33度34.2分,131度26.0分,5m,True,True,True,True,False,True,大分,,33度34.2分
a0796,武蔵,83,111000,武蔵,ムサシ,33度28.7分,131度44.2分,5m,True,True,True,False,False,False,大分,,33度28.7分
a0797,伏木,83,100000,伏木,フシキ,33度22.5分,130度58.9分,420m,True,False,False,False,False,False,大分,,33度22.5分
s47814,日田,83,111111,日田,ヒタ,33度19.3分,130度55.7分,82.9m,True,True,True,True,True,True,大分,,33度19.3分
a0799,湯布院,83,111201,湯布院,ユフイン,33度15.2分,131度20.8分,435m,True,True,True,True,False,True,大分,,33度15.2分
s47815,大分,83,111111,大分,オオイタ,33度14.1分,131度37.1分,4.6m,True,True,True,True,True,True,大分,,33度14.1分
a0801,佐賀関,83,100000,佐賀関,サガノセキ,33度14.9分,131度51.9分,1m,True,False,False,False,False,False,大分,,33度14.9分
a0802,釈迦岳,83,100000,釈迦岳,シャカダケ,33度11.3分,130度53.5分,1200m,True,False,False,False,False,False,大分,,33度11.3分
a0803,湯平,83,100000,湯平,ユノヒラ,33度11.1分,131度19.9分,805m,True,False,False,False,False,False,大分,,33度11.1分
a0804,温見,83,100000,温見,ヌクミ,33度04.5分,131度25.8分,591m,True,False,False,False,False,False,大分,,33度04.5分
a0805,犬飼,83,111201,犬飼,イヌカイ,33度03.9分,131度37.9分,121m,True,True,True,True,False,True,大分,,33度03.9分
a0806,竹田,83,111201,竹田,タケタ,32度58.4分,131度23.9分,261m,True,True,True,True,False,True,大分,,32度58.4分
a0807,出羽,83,100000,出羽,イズルハ,32度58.1分,131度40.1分,473m,True,False,False,False,False,False,大分,,32度58.1分
a0808,佐伯,83,111201,佐伯,サイキ,32度57.0分,131度54.1分,2m,True,True,True,True,False,True,大分,,32度57.0分
a0809,倉木,83,100000,倉木,クラキ,32度53.7分,131度23.7分,483m,True,False,False,False,False,False,大分,,32度53.7分
a0810,蒲江,83,111201,蒲江,カマエ,32度47.7分,131度55.4分,2m,True,True,True,True,False,True,大分,,32度47.7分
a0931,院内,83,111201,院内,インナイ,33度25.2分,131度19.0分,90m,True,True,True,True,False,True,大分,,33度25.2分
a0932,玖珠,83,111201,玖珠,クス,33度17.5分,131度09.3分,331m,True,True,True,True,False,True,大分,,33度17.5分
a0933,臼杵,83,100000,臼杵,ウスキ,33度07.9分,131度47.8分,30m,True,False,False,False,False,False,大分,,33度07.9分
a0979,耶馬渓,83,100000,耶馬渓,ヤバケイ,33度26.7分,131度06.9分,100m,True,False,False,False,False,False,大分,,33度26.7分
a1137,国見,83,111201,国見,クニミ,33度40.7分,131度34.5分,53m,True,True,True,True,False,True,大分,,33度40.7分
a1142,宇目,83,111201,宇目,ウメ,32度50.7分,131度40.5分,200m,True,True,True,True,False,True,大分,,32度50.7分
a1157,別府,83,100000,別府,ベップ,33度21.0分,131度28.5分,263m,True,False,False,False,False,False,大分,,33度21.0分
a1237,杵築,83,111201,杵築,キツキ,33度25.0分,131度35.8分,5m,True,True,True,True,False,True,大分,,33度25.0分
a1554,椿ヶ鼻,83,100000,椿ヶ鼻,ツバキガハナ,33度11.4分,130度54.9分,843m,True,False,False,False,False,False,大分,,33度11.4分
a0732,大三島,73,111201,大三島,オオミシマ,34度15.0分,133度00.4分,9m,True,True,True,True,False,True,愛媛,,34度15.0分
a0733,玉川,73,100000,玉川,タマガワ,34度01.1分,132度56.4分,67m,True,False,False,False,False,False,愛媛,,34度01.1分
a0734,新居浜,73,111201,新居浜,ニイハマ,33度56.2分,133度20.3分,90m,True,True,True,True,False,True,愛媛,,33度56.2分
a0735,四国中央,73,111201,四国中央,シコクチュウオウ,33度58.9分,133度34.9分,75m,True,True,True,True,False,True,愛媛,,33度58.9分
s47887,松山,73,111111,松山,マツヤマ,33度50.6分,132度46.6分,32.2m,True,True,True,True,True,True,愛媛,,33度50.6分
a0737,上林,73,100000,上林,カミハヤシ,33度44.3分,132度53.4分,460m,True,False,False,False,False,False,愛媛,,33度44.3分
a0738,成就社,73,100000,成就社,ジョウジュシャ,33度47.7分,133度07.9分,1280m,True,False,False,False,False,False,愛媛,,33度47.7分
a0739,長浜,73,111201,長浜,ナガハマ,33度37.0分,132度28.8分,4m,True,True,True,True,False,True,愛媛,,33度37.0分
a0740,中山,73,100000,中山,ナカヤマ,33度38.3分,132度42.5分,163m,True,False,False,False,False,False,愛媛,,33度38.3分
a0741,久万,73,111201,久万,クマ,33度39.8分,132度53.7分,511m,True,True,True,True,False,True,愛媛,,33度39.8分
a0742,獅子越峠,73,100000,獅子越峠,シシゴエトウゲ,33度32.6分,132度49.9分,1000m,True,False,False,False,False,False,愛媛,,33度32.6分
a0743,八幡浜,73,100000,八幡浜,ヤワタハマ,33度26.9分,132度26.0分,8m,True,False,False,False,False,False,愛媛,,33度26.9分
s47892,宇和島,73,111111,宇和島,ウワジマ,33度13.6分,132度33.1分,2.4m,True,True,True,True,True,True,愛媛,,33度13.6分
a0745,御荘,73,111201,御荘,ミショウ,32度57.8分,132度34.2分,12m,True,True,True,True,False,True,愛媛,,32度57.8分
a0958,西条,73,111201,西条,サイジョウ,33度54.9分,133度04.8分,4m,True,True,True,True,False,True,愛媛,,33度54.9分
a0959,大洲,73,111201,大洲,オオズ,33度30.5分,132度32.1分,20m,True,True,True,True,False,True,愛媛,,33度30.5分
a0960,三崎,73,111100,三崎,ミサキ,33度23.2分,132度07.3分,2m,True,True,True,True,False,False,愛媛,,33度23.2分
a0961,宇和,73,111201,宇和,ウワ,33度22.0分,132度30.2分,200m,True,True,True,True,False,True,愛媛,,33度22.0分
a1077,今治,73,111201,今治,イマバリ,34度03.2分,132度58.5分,27m,True,True,True,True,False,True,愛媛,,34度03.2分
a1260,富郷,73,100000,富郷,トミサト,33度54.9分,133度30.6分,310m,True,False,False,False,False,False,愛媛,,33度54.9分
a1350,近永,73,111201,近永,チカナガ,33度15.2分,132度40.5分,129m,True,True,True,True,False,True,愛媛,,33度15.2分
a1456,瀬戸,73,111201,瀬戸,セト,33度26.8分,132度15.4分,143m,True,True,True,True,False,True,愛媛,,33度26.8分
a1521,松山南吉田,73,111000,松山南吉田,マツヤマミナミヨシダ,33度49.6分,132度41.9分,4m,True,True,True,False,False,False,愛媛,,33度49.6分
a0726,内海,72,111201,内海,ウチノミ,34度28.3分,134度16.4分,20m,True,True,True,True,False,True,香川,,34度28.3分
s47891,高松,72,111111,高松,タカマツ,34度19.1分,134度03.2分,9.4m,True,True,True,True,True,True,香川,,34度19.1分
s47890,多度津,72,111111,多度津,タドツ,34度16.5分,133度45.1分,3.7m,True,True,True,True,True,True,香川,,34度16.5分
a0729,滝宮,72,111201,滝宮,タキノミヤ,34度14.2分,133度55.4分,60m,True,True,True,True,False,True,香川,,34度14.2分
a0730,引田,72,111201,引田,ヒケタ,34度12.8分,134度24.4分,12m,True,True,True,True,False,True,香川,,34度12.8分
a0731,竜王山,72,100000,竜王山,リュウオウザン,34度06.8分,134度03.0分,1040m,True,False,False,False,False,False,香川,,34度06.8分
a1239,財田,72,111201,財田,サイタ,34度07.2分,133度46.3分,65m,True,True,True,True,False,True,香川,,34度07.2分
a1475,香南,72,111000,香南,コウナン,34度12.8分,134度00.9分,185m,True,True,True,False,False,False,香川,,34度12.8分
a0642,葛城山,65,100000,葛城山,カツラギサン,34度20.8分,135度26.2分,840m,True,False,False,False,False,False,和歌山,,34度20.8分
s47777,和歌山,65,111111,和歌山,ワカヤマ,34度13.7分,135度09.8分,13.9m,True,True,True,True,True,True,和歌山,,34度13.7分
